,lbda,hC,hpC,f,df,Up,dUp,F,dF
186,0.93,0.7452808332000004,3.1964750600000005,6.1212226378121155,0.02289799297211237,-133.92807203310915,0.056227377685023935,15.17424788776563,0.05676314064200408
187,0.935,0.7614126521375002,3.2563813550000016,5.847652845818599,0.02291454110207156,-137.34722113181334,0.0565685570049078,14.496080128816438,0.056804162745093194
188,0.94,0.7778459391999999,3.31706312,5.567136941254814,0.0229310437480838,-140.81582331775738,0.05698778300914723,13.80069325528277,0.05684507209543228
189,0.945,0.7945845838875,3.3785252150000002,5.279574536406132,0.02294753123385156,-144.33451706437398,0.05748942336400487,13.087838410333761,0.05688594386417674
190,0.95,0.8116324999999998,3.4407725,4.984863944294153,0.022964035612875494,-147.90395216801858,0.05807813532514006,12.357263516319488,0.056926857510577335
191,0.955,0.8289936256374998,3.503809835,4.682902156203445,0.022980590891440212,-151.5247893789383,0.05875889603119682,11.608713219060721,0.05696789733475237
192,0.96,0.8466719232,3.56764208,4.373584819995742,0.022997233279200478,-155.19769999002747,0.059537036216407956,10.841928834090748,0.05700915309888006
193,0.965,0.8646713793875,3.6322740949999996,4.056806219292614,0.0230140014716048,-158.923365387822,0.06041827745809323,10.056648295050122,0.05705072072731447
194,0.97,0.8829960051999999,3.6977107400000007,3.732459253597524,0.023030936968993183,-162.70247657063084,0.06140877310480458,9.252606104410072,0.057092703097615216
195,0.975,0.9016498359374998,3.7639568750000003,3.40043541941891,0.023048084437907432,-166.53573363896118,0.06251515307356711,8.42953328667746,0.05713521093622008
196,0.98,0.9206369311999999,3.8310173600000006,3.0606247924445533,0.023065492120958153,-170.42384526349372,0.06374457275865363,7.587157344205782,0.05717836383448776
197,0.985,0.9399613748875001,3.8988970549999995,2.7129160108069517,0.023083212302497044,-174.36752813577127,0.06510476635738996,6.725202215710767,0.05722229140307942
198,0.99,0.9596272751999999,3.967600820000001,2.357196259470424,0.02310130183842679,-178.3675064065277,0.06660410498770254,5.843388237566667,0.057267134585334716
199,0.995,0.9796387646374998,4.037133515000001,1.9933512557594408,0.02311982275969912,-182.4245111161843,0.06825166004491467,4.941432107931618,0.05731304715331746
200,1.0,1.0,4.107500000000001,1.6212652360399051,0.023138842960510577,-186.5392796215001,0.07005727231871893,4.019046853731101,0.05736019741382347
